text,emotion
تو کتاب رهبر عزیز وقتی نویسنده از کره شمالی فرار میکنه، اولین چیزی که تو روستاهای عقب افتاده هممرز با کره تو چین حس میکنه تفاوته. از این که به جای عکس رهبر تابلوی یه زن به دیوار یه خونهس تعجب میکنه. از اینکه مدل موهای همه مثل هم نیست تعجب میکنه. هربار بهش فکر میکنم ترسناکه قضیه,fear
به وضعیت پیچیدهی ایران که فکر میکنم میریزم به هم، اعصابم خورد میشه! نمیتونم حتی یه راه حل موقتی یا طولانی مدت براش پیدا کنم که دلمو خوش کنم که دارم به سمتش حرکت میکنم...,anger
جدی جدی یه سری باور کردن لیاقت ایران پس از هشت سال خوش خدمتی به کیروش با فول امکانات همون سه تا از ژاپن خوردن و حذف تحقیر آمیز تو جام ملتهاست که رفتن فرودگاه استقبالش عجب مردمان فرهیختهای داریم,anger
عجب بارونیه، چه صدایی.,surprise
از آدمهای خودشیفته بیزارم. حتی میخوان خودشیفته نباشن به خاطر اینکه خودشیفتهی درونشون میگه خودشیفتگی یک ضعفه و ناشی از ناکامل بودن. برای کامل بودن و بهترین بودن باید گاهی ادای آدمهای دلنگران بقیه رو هم دربیاری، آره.,hate
لعنتیا تا دو دقیقه پیش اعصابم آروم بود.,anger
اين جنبش جليقه زردهاى پاريس خيلى خوبند! در طى هفته از دوشنبه صبح تا جمعه عصر با تعهد كامل براى نظام سرمايهدارى كار مى كنند و حقوق از نظام سرمايهداری مى گيرند و فقط تعطيلات آخر هفته ميريزند تو خيابون، اعتراض مى كنند بر عليه نظام سرمايهدارى و دولت ماكرون و غيره !,surprise
این خانواده زلزله زده در کرمانشاه در چادرشان مار پیدا شده است! آنها پس از گذشت ۹ ماه از زلزله سرپل ذهاب تا کنون یک کانکس از سوی مسئولان دریافت نکرده اند.,sadness
دست تو زخمی ، دست من پینه تو داس خشمی ، من پتک کینه بازو به بازو ، در فصل پیکار با خشم و کینه ، با پرچم کار باید دوباره برزگر شد باید دوباره کارگر شد باید درو کرد ، باید که کوبید باید دوباره از ریشه روئید #FreeEsmailBakhshi #FreeSepidehGholian,anger
#سلطان_سکه اعدام شد ولی: ۱- دادگاه علنیاش پخش نشد ۲- قیمت سکه به یک میلیون تومان برنگشت ۳-دفاعیات متهم منتشر نشد ۴- مسئولان بانک (فروشنده سکه) محاکمه نشدند ۵- سندی از انتقال دارایی او به بیتالمال منتشر نشد ۶- از همه مهمتر مردم اقناع نشدند چقدر راحت اعدام میکنیم! وجدانمان ...,sadness
عجب تراژدي اي شده بوفون,sadness
فردا (در واقع امروز) میخوام حرکتی رو بزنم که توی این۱۶ سال آرزو داشتم انجام بدم! دارم می رم که برگه امتحان سفید تحویل بدم ^_^ #ذوق_مرگ,happiness
مثلا اینکه امروز یاد گرفتم موهامو یه جور جدید ببافم، ولی تو نیستی که نشونت بدم ):),sadness
این عکس رو دیدم واقعا به معنای واقعی کلمه پشمام ریخت،دوستانِ ترک ستیز حالا میخواید به شعر های حافظ تجاوز نکنید؟,surprise
اگرچه نسل 57 با بی لیاقتی از دستتون دادند ولی نسل ما ندیده عاشق این دو #سازندگان_ایران شدند همه ما ایرانیا مرداد 58 یتیم شدیم روحتون شاد #رضاشاه_روحت_شاد #شاهنشاه_روحت_شاد,sadness
از دست دوستم به خشم بودم خشمم را بر زبان آوردم، و خشم پایان گرفت. از خصم خویش به خشم بودم، خشمم را بر زبان نیاوردم، خشم فزونی گرفت. - ویلیام بلیک,anger
ما خودمان انتخاب کردیم به روشهای مسالمت آمیز بدون براندازی خشونت بار بمیریم #دستاوردهای_چهل_سال_نکبت,sadness
از جمعه ها بدم میاد. این شوهره خونه ست و طبق عادت زود بیدار میشه. انقدرم سر و صدا میکنه که تا همه رو بیدار نکنه به آرامش نمیرسه.,hate
چقددد بدم میاد یکی گوشیمو میگیره دستش. ینی اصن من معشوقمم تو بغل یکی دیگه ببینم انقد چیز نمیشم :/,hate
بد جوری گرونی به فروشنده ها فشار آورده اعصابم نذاشته واسشون با صلوات باید بری توی مغازه,anger
(منصفانه نیست خامنه ای به مرگ طبیعی بمیرد باید در پیشگاه ملت پاسخگو باشد سپس باید او را بر تیرکی ببندند تا ملت صف بکشند و به او سیلی بزنند.) اینها حرف من نبود ، وقتی سپاهی شیمیایی جنگ و مدیر سابق امور فرهنگی قرارگاه سپاه اینها را با خشم میگفت ابرو در هم کشیده بود. #ریزش_در_حکومت,anger
بله درسته.میشه انتقاد کرد اما خاک بر سر اون آدمی کنن که کارش به انتقاد از ولی خدا بکشه از یک دهه حمایت از احمدی نژاد پشیمانم  …,sadness
978 کیلومتر ... ازین اعداد و فاصله ها متنفرم ...,hate
ذكر هر روز من صبح:سگ بشاشه به اين زندگى ظهر:عجب وض كسشريه شب:بخوابم فردا ريدن برام,anger
کاش میشد مثل اونموقع که اروپا بخاطر سوریا مرزا رو باز گذاشتن الانم یبار دیگه به هوای ایرانیا مرزا رو باز بزارن. اولین کسی که از دست این حرومیای حرومزاده فرار میکنه منم?هرچند که همون موقع هم بیشتر ایرانیا مهاجرت کردن تا سوریا ?,sadness
تعدادی از اعتراض کنندگان آذربایجانی که در جریان #قیام۱۳۸۵ به گلوله نیروهای امنیتی کشته شده اند. وقتی اینها کشته می شدنند خیلی ها علاوه بر اینکه ساکت بودنند بر طبل سرکوب هم می کوبیدنند. یاد همه کشته شدگان راه آزادی و کشته شدگان امروز زنده باد. #آذربایجان,sadness
جوانی و شادی و زندگی و سلامت و آینده و هرآنچه که فکر میکنید در این خرابشده ندارید، در واقع بازیچهی این پفیوزهاست. (واضحه که حسن روحانی رو به نمایندگی معرّفی کردم دیگه؟),anger
باید متذکر شد ،که با حلوا حلوا گفتن دهان شیرین نمیشود . مدیریت جهادی ،قاطع، بدون نقص ، مدیری که در کنار زیر مجموعه خود در کارهای فیزیکی برای پیشبرد اهداف،بدون هیچ ابایی شرکت می کرد. روحت شاد مرد تکرار نشدنی #روحت_شاد,sadness
پرستوها همه رفتند کبوترها همه رفتند همه همشهریان بار سفر بستند درون کوچههای شهر ما پاییز طولانیاست نمیدانم بهاری هست نمیدانم صدایی هست عجب صبری خدا دارد #پورسعید,sadness
در هیاهوی حرفهایدروغ و راست مسئولان و گیر دادن های انحرافی ها به سخنان ظریف و هزاران مشکل دیگر و گران شدن صد و پنجاه درصدی لوازم خانگی و مایحتاج عمومی کسی به فکر کارگران هفت تپه نیست که هشت ماهه حقشون رو بهشون ندادند خدایا خودت ظهور کن,sadness
اره ننه جندت تخم حروم زیر چادر کس بده ریدم دهن مرده و زندت. البته ببخشید دیر جواب دادم رفته بودم دستشویی شام باباتو بدم. ??,anger
یک قصه بیش نیست غم عشق و این عجب کز هر کسی که میشنوم نامکرر است #حافظ,sadness
این زن ها فرشته اند !!! - زن هایی که با قناعتشان باعث میشن؛مردی با درآمد و توان کم مالی،توی زندگی سربلند و شاد باشه!,happiness
هیچی به اندازه اینکه کسی برا کار و زندگی و درسِ من اهمیت قائل نشه و علافم کنه تویِ بازهای که میخواستم به کارایِ خودم برسم عصبیم نمیکنه.,anger
دوس دارم كتاب بخونم،ولي نميتونم دوس دارم زبان بخونم،ولي نميتونم دوس دارم سازمو بزنم،ولي نميتونم دوس دارم سفر برم،ولي نميتونم دوس دارم ورزش كنم،ولي نميتونم دوس دارم سينما برم،ولي نميتونم دوس دارم خوشحال باشم،ولي نميتونم لعنت به دل تنگ...,sadness
روح مهندس مفرح شاد,sadness
دکتر #مصطفی_معین: تا کنون ۹گزینهی #روحانی برای وزارت علوم یا پذیرفته نشده و یا خود افراد در دقیقه۹۰ انصراف دادهاند اوجِ ترس از دانشگاه!,fear
صداوسیما از دستاورد های #انقلاب میگوید برمنکرش لعنت، روبرویم اما کتاب یکی از اساتید کم نظیر تاریخ است که تیراژش ۳۰ نسخه است! صنعت نشر هرگز چنین تیرهروز نبوده است قیمت سرسام آور کتاب آنرا کالای لوکسی کرده خارج از دسترس... در کنار اینها بخوانید از مافیای کاغذ و رانت همهگیر شده,sadness
"ای ابوالفضل شعرتو در وصف آنها ناب شد""",sadness
از صبح هیییییچ کاری نکردم دلم یه کتک مشتی میخواد لعنت به من :/,anger
از صبح تا الان بیشتر از ۲۰-۳۰ بار فیلم این دختره که کتک خورده تو تایملاینم اومده . نکنید تو رو به هر چیزی که اعتقاد دارید نکنید. ترویج خشونت نکنید. جامعه به اندازه کافی روح خشونت درش جریان داره ، شماها ترویجش ندید.,sadness
روحشان شاد یادشان گرامی,sadness
بارها در تاریخ دیدهایم، حتی در شنیدههای نسلهای زیسته در جوامع سنتی که تمرکز قدرت و نبود قانون، فضا را برای افراد صاحب قدرت فراهم میکند تا به جان و مال مردم تجاوز کنند. تجاوز به بدن زهرا نویدپور نمونه عینی فساد در حکومت فرقه تبهکار است. #RapistRegime,sadness
کنار گوشت بارها زمزمه می کنم دوستت دارم میان تمام بودن های بی احساس مرا باور و روحم را احساس ببخش,happiness
از هرچیزی که مستقیم یا غیر مستقیم به ازدواج و این کسشرا مربوط باشه متنفرم,hate
به اندازه تمام نفرت نگاهت ،ازت متنفرم ازت متنفرم,hate
"پوستری از آینده... ادامه برداشت از آبهای زیرزمینی با روال کنونی،نتیجه ای نخواهد داشت جز فرونشست زمین و ان زمان تصویر عالی قاپو, چغازنبیل,تخت جمشید,سلطانیه,هگمتانه و دیگر میراثهای ارزشمندان #ایران در چنین وضعیتی بر روی یک پوستر، واقعی ترین تصویری است که خواهیم داد! #ورشکستگی_ابی",sadness
برای داشتن احساس امنیت بجای ترس از دیدن پلیس! #IraniansWantRegimeChange,fear
هرچی موزیک خالی و صدای دریا و اینا گوش میدم اعصابم آروم نمیشه چی کار کنم :((,sadness
با ذکر شریف لعنت بهت روحانی دارم میرم گوشت بخرم!,anger
نوچه مسیح عجب مهارتی برای یواشکی فیلم گرفتن داره,surprise
من بدم میاد رو تخت کسی بخوابم و بدم میاد رو تختم کسی بخوابه دیگه نخواید همه رو تو ی قالب دربیارید و هی اخ و پیف کنید ب چیزایی ک خوشایندشون هس و نیس,hate
دو شب پیش به دوستی گفتم خیلی وقته فاز دپ و غمگین نداشتم و خب تبریک میگم به خودم در غمگین ترین حالت ممکن ام امشب.,sadness
آقایون ترسو جنابان مسئول اونایی که میخواین سر راه انقلاب اسلامی سنگبندازین ومیندارین هه... وقتی وزرشگاه ۱۲هزار نفری روبرای دکتر سلام وحضور ماتحویل نمیدین وبرنامه روسعی میکنید لغوکنید منتظر حضور ۱۰۰هزار نفری امت حزب الله در ورزشگاه باشید #شکست_تحریم #اجتماع_دشمن_شکن,fear
رفتار چیزی هست که ازش ناراضی و ناراحت هستن، ولی با علامتی منفی. در مورد خشونت خیلی با خشونت رفتار میکنن. نژادپرستانه در مورد نژادپرستی نظر میدن، در اوج تبعیض شعار ضدیت با تبعیض میدن. دقیقاً همون چیزی هستن که دارن ازش فرار میکنن و ازش ناراضی هستن. همه محصول همون اجتماع و فرهنگ,sadness
تو سرمای استخون سوز شهرم با برفی که نمه نمه می بارید؛توی مدرسه با معلم پسرم چند دقیقه کار داشتم،اومدم میبینم فسقلم با چند تا از دوستاش با یه پاکت آبمیوه لِه شده دارن فوتبال بازی میکننآخ که چقدر انرژی دارن،چقدر دنیای کودکانه شون شاد و نابه،چقدر دلم میخواد جاش باشم,happiness
دوجور ذوق کردن داریم: ذوق کردن با دیگری و ذوق کردن برای دیگری. در اولی صمیمیتِ شاد هست، در دومی محبتِ ناب.,happiness
رسول خدا(ص): لعنت خدا بر کسی که جانوری را (به جایی بسته) با پرتاب چیزی هدف قرار دهد.(بحارالأنوار) تو خود حدیث مفصل بخوان از این مجمل #جلادان_محیط_زیست,hate
عجب حالی شده! بخاطر هیچی غم میخورم.,sadness
انقدر ازاین دخترایی ک جیغ جیغ میکنن بدم میاد زرنگ باشین بجای جیغ زدن با لگد چنان بزنین جاییشون ک نفهمن از کی و کجا خوردن... اینا سگایی هستن ک ولشون کردن توی اجتماع با وعده های استخوان وگوشت هارشون کردن ب جون ملت,anger
آقای سانچز ثابت کردی میشه سرت تو کار خودت باشه و به این و اون نپری و ضعفاتو گردن بقیه نندازی و از موفقیت دیگران نسوزی و با تیمای قدر بازی کنی و یکی یکیشونو ببری و تیمتو قهرمان کنی و همه را وادار به تحسین کنی!,happiness
" ""به خاطر همین ترسِ بی معنی است که ما داریم هلاک می شویم.الان تو خود آمریکا ملت با شلوار کردی خوابیدن اونوقت تو ایران کارمنده از 7صبح در حال رصد نتایج میگه:خیلی عجیبه که اوهایو به کلینتون رای ندادن",surprise
با دوستم رفته بودم خریدِ عینکِ آفتابی. عینکفروش قاعدتاً فکر میکرد طرف دوسدخترمه. به دختره گفتم ببین چشام توش پیدا نیست؟ دختره گفت نه. پیرمرد عینکفروش با بددلی نگاه میکرد که «برای چی همچی سؤالي میکنه؟» برگشتم سمتش گفتم: ایول. عینکِ مناسبِ چشچرونیو پیدا کردم. ترکید از خنده.,happiness
پسر زینال بندری رو هروئینی کردن، زینال ره خشم اژدها بیگیفته!,anger
اینقد خندیدم دلدرد گرفتم. تا باشه از این دلدردهای ناشی از خنده.,happiness
جدیدا صبح خیلیخوش اخلاق و با انرژی از خواب پا میشم ولی همینجوری که ساعت میگذره بی حوصله تر و بی اعصاب تر میشم تا شب :| به هرحال هرروز یکی میرینه تو اعصابم :| بعضی اوقاتم همه باهم میرینن تو اعصابم :|,anger
ای بابا اعصابم خورد شد ، چه جوری میشه فیلم گذاشت تو تویتر؟؟,anger
چکیده ی عقاید و منش جمهوری اسلامی رو در دوست پسر همکلاسیم مشاهده می کنم و نمی دونم تا کی میتونم زبان به کام بگیرم. البته که یکی از مقصرین این جریان خود دختره ست که چنین فردی رو به حریم عاطفیش وارد کرده و حق خودش نمی دونه اعتراض کنه. میخوام روشنش کنم میترسم بذاره پای حسودی :)))),fear
حجاب ؟؟؟؟؟ اگه قبولش داشتم رعایت میکردم یک . گوهخوریش ب تو و امثال تو ساندیس خور نیومده دو . بوزینه اونیه ک از ترس کیونش عکس نمیذاره ک ملت ببین چ گوهیه سه . رو حرف دیگران ریپلای نکنی نمیگن بیسواده ب شبکه های اجتماعی وارد نی چهار .  پنج و شیشم دارم اگه میخای بیشتر بشنوی .,anger
آیا میدانید امسال حتا یک پیام تبریک هم از طریق اینباکس سیمکارت دریافت نکردم؟؟ همه تلگرام و شبکهها چی شده ؟؟,surprise
سال ۹۵ دوتا شکست کاری وحشتناک داشتم که من رو تو بدترین وضعیت روحی قرار داد و دیشب یه جمله باعث شد دوباره طعم شکستها بیاد زیر زبونم.,sadness
عيدي نظام به ايرانيان #بازداشت #نسرین_ستوده ،احسنت به اين وقت شناسي،چند روز پيش كه نسرين را ديدم از كنكور مهرآوه گفت و اينكه خوشحال هست كه در اين سال سرنوشت ساز كنار مهرآوه بوده حالا چند روز به كنكور باز مهرآوه ماند و خانه اي در حسرت مادر #زندان,sadness
همیشه تنها کاری از دستم برمیاد متنفر شدن از خودمه,hate
این plotly عجب معجزه ایه خدایی,surprise
اعصابم تخمیه ننه ایشالا بگایی قسمت همه,anger
اگه انسان موفقي شُديد، تو يه حرفه اي متخصص شُديد، يه علمي رو خوب ياد گرفتيد، يه جوري نباشيد كه بقيه از ترس گفتن چيز احمقانه اي پيشتون، ترجيح بدن باهاتون صحبت نكنن يا سوالي نپرسن.,fear
آقای وزارت علوم واقعا فکر کردی ما قراره بریم تو دانشگاه چی بگیم که شاخ و شونه کشیدی و برنامه رو کنسل کردی برادر. به #انجمن_فرهنگ_رسانه #دانشگاه_امیرکبیر گفتهاند «#وزارت_علوم لیستی داده که اینها نمیتوانند در دانشگاه حاضر شوند» وزیر پیشنهادی 21 ام بالاخره بهتر از این نمیشه!,anger
موندگاریشم ب نسب مبلغی ک توی پیشنهاد شگفت انگیز هزینه میکنیده پیشنهاد میکنم حتما بخرید البته تو شگفت انگیزجدی گل میزنین همه چی به نظرتون خنده دار میاد و هار هار میخندین؟؟؟,surprise
صدای #آرش_صادقی #زندانی_سیاسی مبتلا به سرطان بدون تکمیل مراحل درمان که هرروز حال او بدتر می شود لعنت بر خمینی ، مرگ بر خامنه ای سرنگونی نزدیک است #چهل_سال_دیکتاتوری #چهل_سال_شکست,hate
طایر بستان پرستم لیکنم پر باز نیست گلشنم نزدیک اما رخصت پرواز نیست وحشی بافقی,sadness
هام بند اومده بود اما ابی که رو سرم میریخت روى دستم گرم مى شد اونقدر دیشب از شدت عصبانیت و خشم نسبت به سیاست های کثیف,anger
چوب لباسی افتاد 4، 5 سانتی سرم تا چند دقیقه از ترس قفل بودم …,fear
بر سر سفره احساس اگر جایی بود سخن ساده تبریک مرا جا بدهید سین هشتم سخن ساده ی تبریک من است جا سر سفره اگر نیست به دلها بدهید عید همتون تبریک,happiness
اون زنیکه که توی درب ماشین وایساده چی وق و وق میکنه ،ناراحت از اینکه چرا امروز کسی گیرشون نیومده مثل برده باهاش رفتار کنن،ننگ بر این حرامزادگان اجنبی,anger
حجم فشاری که این توقع خفن بودن داره به ایرانیها میاره، باعث میشه از تمام کشورهای همسایه متنفر باشند چون توقع دارند چیز دیگهای باشند. فکر میکنند اُمُلند اگه با عراقیها، افغانها یا پاکستانیها و ... قایسه بشند. چرا؟ چون اون پادشاه های احمق پر از حقارت این رو تو کله اینها کردند.,hate
#مهم آیت الله امامی کاشانی در نمازجمعه #تهران：باید به ظریف تبریك گفت/خدا نصرش را از طریق آدمهای شایسته به وجود می آورد,happiness
بابام میگه قدیما مردم خوشتیپ و خوشگل نبودن اما معرفت داشتن الآن همه خوشتیپ فرنگ رفته و با تحصیلات عالی اما گردن خم کنی میخواد سواری بگیره!!,sadness
دو سال پیش این موقع یه جوون افسرده، بی کار ترک تحصیل کرده، نا امید بودم شاید به قول شاهین به روزای شاد مشکوکم اما پر از حس امید و آرامشم. خوشحالم که مهمترین تصمیم زندگیم(#مهاجرت) تا اینجا خوب بوده برام,happiness
کتابی بعد از جنگ جهانی منتشر شد به نام «فانتزیهای جنسی مردان». نویسنده این نکته را مطرح کرده بود که سربازانی که جهان را در جنگ جهانی به آتش کشیدند و آن جنایتها را انجام دادند، محصول تربیت خشک، آمرانه و غلط آلمانی بودند که مدام به زندگی کودکان تجاوز می کرد. آنها انتقام گرفتند.,sadness
اگر با خشم مردم از خواب بیدار نشدید بدانید که یک روز با گلوله برای همیشه به خواب خواهید رفت!  … … #براندازم #IranRegimeChang,anger
متنفرم از اینکه همیشه ترس از آینده باعث شد نتونم از زندگی تو همون لحظه لذت ببرم :(,hate
عجیبه که حتی نمیتونم,surprise
مدیر ورزشگاه شیرودی برداشته تمام پیاده رو مقابل را به پارکینگ اختصاصی زنجیرداری تبدیل کرده!چنانچه مردم ناگزیر از جوی بی آب مقابل برای تردد استفاده می کنند، واقعا این تجاوز نیست؟ شهرداری به چه حقی پیاده رو را فروخته؟,anger
خب داره نغمه هایی عاشقانه از قلب وحشی من به گوش میرسه,happiness
ثبت در تاریخ ! اختلاف یک امتیاز در گروه مرگ حذف شدیم اما ستارگان رئال و بارسا را حیرت زده کردیم …,surprise
ماکارانیم وحشتناک تند شد,fear
چشمات عمق داره ،ترس داره ، به چی داری فکر میکنی ؟؟,fear
وحشی به تخمدانم اصلا,anger
طوفان توییتری همراه شویم در سوگ و اعتراض به جان باختن چهار کودک معصوم زاهدانی بر اثر آتش گرفتن چراغ نفتی در مدرسه هشتگ: #دیکته_آتش دوشنبه ۳ دی - ساعت ۲۲,sadness
عمه ام میگه انقدر کار نکن یه کم تفریح کن چقدر به خودت فشار میاری...پسفردا که به سن ما برسی میفهمی اشتباه کردی... خوب عمه جان من با این میزان کار کردن هم دارم از گشنگی میمیرم...اگه کار نکنم که بعیده اصلا به سن شما برسم!!!,sadness
روش جدیدم برای استفاده ی بهینه از اینکه از واژه ی عزیزم به شدت متنفرم : از هرکی بدم میاد ولی باید ظاهر رو باهاش حفظ کنم بهش میگم عزیزم و فقط خودم میدونم چی دارم میگم.,hate
مراسم ملی #جشن_سده در تهران، (شب گذشته) استفاده از هر فرصتی برای پایکوبی و شادی و آوازخوانی خیابانی و هجو و تمسخر حکومت,happiness
به آدم هایی که از خوشحالی شما شاد میشوند و از ناراحتی شما غمگین توجه خاص داشته باشید، آنها سزاوار جایگاهی ویژه، در قلب شما هستند,happiness
روحش شاد و يادش گرامي,sadness
نیاز به یه برده ی غیرجنسی دارم هروقت اعصابم خورد میشه بندازمش تو اتاق جلو سگام تیکه تیکه شدنشو ببینم.,anger
گاهی توییت ها رو میبینم که به شوخی در ان مطالبی رو به خدا نسبت میدن .و و وقتی اعتراض میکنی میگن به تو چه و ازون بدتر کسانیکه حمایت میکنند ازین نوشته ها ..خدا بزرگتر از انست که حتی وصف شود با این کارها فکر نکنید خیلی بامزه هستید بلکه ناخوداگاه مرتکب گناه میشید ..با خدا شوخی نکنید,sadness
ساعت ۲:۳۰ شبه و همسایه داره زن و بچه ش رو میزنه الانم زنگ زد پدر زنش بیاد از صدای گریه بچه و مادرش اعصابم داغونه و خوابم نمیبره..,anger
شاخ چیه بابا اینا ی مش‌داهاتی پشت کیبورد میان میرینن ب‌مجازی,anger
اگر تو موسیقی بودی؛ بیوقفه به تو گوش می سپردم و اندوهم به شادی بدل میشد ... تولدت مبارک بهترینم,happiness
#بیدود عزیز ممنون که از همین اول روی حرفی که خودت زدی هم نموندی. این همه ذوق داشتم این همه تبلیغت رو کردم. شد آخر شهریور حتی یه خبر نمیدی بگی ببخشید به این دلیل دیر شد؟ آفرین بهت.,sadness
ویدئو تولد هیلا رودیدم و این همه زنی که چاق بودن و یکی اویزونشون بود وتمام تلاش اون لحظه شون برا خوشحالی اون موجودات ۴ ساله بود نه خودشون،ترسناک بود!,fear
وقتی نوجوان بودم اینا رو عجیب دوست داشتم، کتاب هاش که عالی بودند، کارتون اش هم که بی نهایت هیجان انگیز و عالی #بلیک_و_مورتیمر,happiness
تو اوج عشق و عاشقی ولمون کنید برید بعد ازینکه با بدبختی ازتون دل کندیم برگردید بگید پشیمونید... ما خیلی دوست داریم! -_-,sadness
رامبد جوان با یک رفتار کاملا غیرحرفه ای و بیشعوری زیاد قبل از اجرای وحید رحیمیان رفت جلوش از اجرای مزخرف آیت بی غم به عنوان خاص ترین اجرای کل دوره های خندوانه نام برد و گند زد به اعتماد به نفس طرف #خندوانه …,anger
دلم خونه مون رو می خواهد، دلم مامانمو می خواهد، و از همه تون که شب یلدا پیش خانوادتونید بدم میاد,hate
از مسئولان نپرسید #فرزندت_کجاست ، بپرسید فرزندان دیگران کجا هستند؟ #کودکان_کار کجا هستند؟ فرزندان #زلزده_زده سرپل ذهاب کجا هستند؟ کودکان #بلوچ گمشده کجا هستند؟,sadness
عجب بوی سو سن و یاسمنی میاد! تنگی نفس گرفتم,surprise
در حین حرکت تو جاده و گوش دادن آهنگ تصمیم گرفتم یک حرکت بسیار ترسناک و حقیقتا خیلی خطرناک و متهورانه رو انجام بدم! با ما همراه باشید,fear
من همین جوری که هستی دوستت دارم، درون گرا، غمگین، و مهربون ، تنها چیزی که باعث میشه اینا ویژگی هات رو دوست داشتم باشم(چون واقعی هستن)،اینکه میای، اینجا و راحت هرچی تو مغزت هست رو میگی، …,happiness
جدی توییترو با ترس باز میکنم یه فازی دارم که هر لحظه ممکنه احمدینژاد با یه دستهگل ظاهر بشه جوایز گلدنگلبو تبریک بگه به یکی,fear
گور پدر خامنه ای  که این دیوث ها رو شاخ کرده,anger
از وقتی که در همهپرسیهای توییتری جهت تعیین لیدر براندازان تعداد رأی علی عبدالرضایی بالا گرفت و رضا پهلوی یکهتازی خود را از دست داد،پروژهی تخریب شاعر کلید خورد و دو هفته میشود که ارتش سایبری شیخ و شاه در حال تخریب اوست #بسیج_بلاهت_علیه_عبدالرضایی,sadness
یه کامنت نوشتی عمو... دویست نفر سیفون مستراح رو باز کردن توی حلق ات هااااا... خدایی عجب ظرفیتی دارین شما جماعت انگشت شمار ...,surprise
کشور داره لبریز میشه از کسب و کارهای جاکشبنیان. پکیج موفقیت، کارت تخفیف دندانپزشکی، اساماس ارزش افزوده، مسابقهی تلویزیونی گلزار، قرعهکشی خرکی، کوفت، زهرمار.,anger
لعنت بر زبانی که بی موقع لال شد,anger
بچه مدرسه اي ها هم شاخ شدن ديگه.,surprise
تو تمام زندگیم نسبت به هرچیزی بیتفاوتم، نه از چیزی تعصبی بدم میاد نه چیزی هست که تعصبی طرفدارش باشم. ولی وقتی کناریم با صدای بلند ملچمولوچ میکنه موقع غذا خوردن پتانسیل قاتل شدن و دارم. اسبی مگه؟ -_____-,anger
پ ن پ .انتظار دارید تو برنامه صدا سیما حرف حقیقت بزنه.خود رامبدم شاخ درآورد از دروغش????,surprise
دارم یه عکس با کیفیت مرگ.. دانلود میکنم!! عجب رنگهایی.... اوووووووووف,happiness
مامانم درپیتزافروشی سس کچاپ خواست. پسرم- که نمیدونم از کجا یاد گرفته-گفت مامان شهین اگر سس بریزید رو پیتزاتون همه میفهمن ایرانی هستین.مامانم گفت خب بفهمن عزیزم،مگه اشکالی داره؟ چشمهای ایلیا برق زد گفت نه هرکی مال یکجاییه.دوتایی سس زیادی ریختن رو پیتزاشون و خوردن.آفرین به مامانم,happiness
"با معلم دختر جلسه داشتم از روش انتقاد سازنده حرف زد گفت آنار در نقد انشای دوستش که گفته تابستان به او خوش نگذشته چون مشهد پر از ""افغانی"" بوده، گفته جمله ت نژادپرستانه ست ما نباید کسی رو به خاطر نژاد، جنسیت و ظاهرش تحقیر کنیم الان سرم ب طاق آسمون چسبیده برید کنار دور افتخار بزنم.",happiness
ببشتر از اینکه دلم برای اون دختر بسوزه یا از پسره بدم میاد از خانواده هاشون متنفرم ازشون بیزارم چطور نمیفهمن بچهشون حالش چیه بچه تو سرش چی میگذره چطور میذارت انقدر بچه احمقو ساده یا رذل و کثیف تو جامعه باشه,hate
امروز یه خانمی ازم آدرس پرسید منم ۵دقیقه فکر کردم گفتم نمیدونم، با دست علامت خاک بر سرت رو نثار بنده کرد مردم بی اعصاب شدن، حتما باید آدرس اشتباه بهتون بدم بعدم بخندم,anger
نسیمی جانفزا می آید بوی کرببلا می آید با یاد شهیدان #کربلای۵ با نوای شهید حسن اردستانی جوان ۲۱ ساله تهرانی، چند لحظه قبل از شهادت. من دست یکایک شما پیشگامان رهایی را می بوسم و می دانم که اگر مسؤولان نظام اسلامی از شما غافل شوند، به آتش دوزخ الهی خواهند سوخت. امام خمینی ره,sadness
دیروز یکی از دوستام رفت تهران که بره جایی سر کار، شب رسید تو خیابون یکی میاد کنارش یکی هم از پشت اتر میگیرن جلو دهنش بیهوش میشه همه وسیله هاش و یه گوشی آیفون ۸ پلاس و کلی لوازم و کوله رو میبرن. اعصابم حسابی بهم ریخته.,anger
مامانم بخاطر گم شدن یه تی شرت که پنج شیش سال پیش خریده بودم که الان واس کار میپوشیدم با من بحث کرد و رید به اعصابم,anger
اگه تو خیابون اعتراض کنی نیروی انتظامی با ماشین از روت رد میشه. اگه تو دانشگاه اعتراض کنی رییس دانشگاه با ماشین از روت رد میشه,sadness
هميشه از اين علي عليپور بدم ميومد خاك بر سرش اگه اون گل رو زده بود همه چيز عوض ميشد,hate
گفتم یه روزی بی خبر از پیش من میره گفتم گلوش گیره منو گردن نمیگیره هرباری که یادم میای انگار میمیرم... لعنت به تو! آدم مگه چن بار میمیره عاشق که نه...اما نفهمیدی دوسِت داشتم! #اهورا_فروزان,sadness
رتبه #کنکور یک چیز شخصیه. لطفا با پرسیدن از دیگران آنها را آزار ندهیم. اگر از رتبشون راضی باشند خودشون اعلام میکنند. این رو به پدر مادرها هم تذکر بدیم. ممکنه به دلیل رتبه کنکور فضای خونه خیلیا ناراحت باشه. #ریت #ریتوئیت,sadness
